SK_ID_CURR,ext_source_3,ext_source_2,ext_source_1,days_birth,region_rating_client_w_city,region_rating_client,days_id_publish,days_last_phone_change,reg_city_not_work_city,flag_emp_phone,days_employed,floorsmax_avg,floorsmax_medi,pourcentage_jours_employes,flag_document_3,floorsmax_mode,reg_city_not_live_city,days_registration,amt_goods_price,own_car_age,region_population_relative,elevators_avg,elevators_medi,livingarea_avg,live_city_not_work_city,livingarea_medi,elevators_mode,totalarea_mode,amt_credit,floorsmin_avg,livingarea_mode,floorsmin_medi,apartments_avg,apartments_medi,flag_document_6,floorsmin_mode,apartments_mode,def_30_cnt_social_circle,flag_phone,hour_appr_process_start,def_60_cnt_social_circle,flag_work_phone,livingapartments_avg,years_build_medi,years_build_avg,years_build_mode,livingapartments_medi,livingapartments_mode,entrances_avg,entrances_medi,basementarea_avg,amt_income_total,basementarea_medi,cnt_children,entrances_mode,basementarea_mode,commonarea_avg,commonarea_medi,amt_req_credit_bureau_year,commonarea_mode,years_beginexpluatation_avg,nonlivingarea_avg,nonlivingarea_medi,years_beginexpluatation_medi,amt_annuity,nonlivingarea_mode,years_beginexpluatation_mode,pourcentage_revenu_rente,amt_req_credit_bureau_mon,flag_document_13,flag_document_8,cnt_fam_members,duree_credit,flag_document_14,landarea_medi,flag_document_16,landarea_avg,reg_region_not_work_region,obs_30_cnt_social_circle,obs_60_cnt_social_circle,flag_document_18,landarea_mode,nonlivingapartments_avg,flag_document_21,nonlivingapartments_medi,pourcentage_revenu_credit,flag_document_2,reg_region_not_live_region,flag_document_15,nonlivingapartments_mode,flag_document_9,flag_document_11,flag_document_5,flag_document_20,flag_email,amt_req_credit_bureau_day,live_region_not_work_region,flag_document_17,flag_document_4
118148,0.6389352972546337,0.6649507479855267,0.5183177172283882,0.7985343855693348,0.5,0.5,0.8453522300958732,0.43918918918918926,1.0,1.0,0.03947488614268377,0.1667,0.1667,0.9901097934781499,1.0,0.1667,1.0,0.5926556420233463,0.026936026936026935,0.09890109890109891,0.06955329696197624,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.030737078651685387,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.4782608695652174,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.0007424704646787951,0.0758,0.10526315789473684,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.05903825903825904,0.0011,0.9816,0.07927326490783929,0.0,0.0,0.0,0.15789473684210525,0.7580344058447794,0.0,0.0487,0.0,0.0481,0.0,0.008620689655172414,0.00872093023255814,0.0,0.0458,0.0,0.0,0.0,0.017578149676003605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406623,0.4114447370895766,0.85950756545251,0.5183177172283882,0.6328072153325817,0.5,0.5,0.37154369876337356,0.6397949673811743,0.0,1.0,0.027732901828241834,0.3333,0.3333,0.9956760470616478,1.0,0.3333,0.0,0.8165937094682231,0.10325476992143659,0.09890109890109891,0.123030269461907,0.04,0.04,0.0392,0.0,0.0399,0.0403,0.057,0.12921123595505618,0.375,0.0408,0.375,0.1113,0.1124,0.0,0.375,0.1134,0.0,0.0,0.6086956521739131,0.0,0.0,0.0908,0.792,0.7892,0.7975,0.0923,0.0992,0.0345,0.0345,0.0529,0.0007424704646787951,0.0529,0.05263157894736842,0.0345,0.0549,0.0193,0.0195,0.24,0.0195,0.9846,0.0,0.0,0.9846,0.08715338715338715,0.0,0.9846,0.11343576338437929,0.0,0.0,0.0,0.10526315789473684,0.20055396213012688,0.0,0.0406,0.0,0.0399,0.0,0.005747126436781609,0.005813953488372093,0.0,0.0408,0.0,0.0,0.0,0.05895187593084484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156741,0.6546335462011076,0.3267042272913938,0.5948882412978487,0.25507328072153324,1.0,1.0,0.4688064471307489,0.45456663560111843,0.0,0.0,0.9999999999999999,0.1667,0.1667,0.6190258601024589,0.0,0.1667,1.0,0.8067850194552529,0.0101010101010101,0.09890109890109891,0.27633000083081777,0.0,0.0,0.0745,0.0,0.0749,0.0,0.0688,0.00898876404494382,0.2083,0.0731,0.2083,0.0876,0.0864,1.0,0.2083,0.084,0.0,0.0,0.2608695652173913,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.000550120603363045,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.026570726570726566,0.0011,0.9816,0.049807576849188115,0.0,0.0,0.0,0.05263157894736842,0.8009513628626126,0.0,0.0487,0.0,0.0481,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.01056498159172984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267445,0.4399507918807749,0.7348025348162766,0.5183177172283882,0.5042841037204058,0.5,0.5,0.3709879116298457,0.8944547996272134,0.0,1.0,0.038853727603711294,0.1667,0.1667,0.9887380321209864,0.0,0.1667,0.0,0.7951929312581063,0.08529741863075196,0.09890109890109891,0.4915948932399124,0.0,0.0,0.0745,0.0,0.0749,0.0,0.0688,0.08426966292134831,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.6956521739130435,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.000934820325994545,0.0758,0.05263157894736842,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.0682871182871183,0.0011,0.9816,0.07540634872572573,0.0,0.0,0.0,0.10526315789473684,0.2728432899384548,0.0,0.0487,0.0,0.0481,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.0333820111245717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196595,0.40397223726232,0.7654715759369586,0.3489300923105073,0.8870913190529874,0.5,0.5,0.7026538835625955,0.8818732525629077,0.0,1.0,0.0437864571779045,0.125,0.125,0.9873650687757064,0.0,0.125,0.0,0.8267266536964981,0.05723905723905724,0.09890109890109891,0.09670719211276828,0.0,0.0,0.0335,0.0,0.0341,0.0,0.0471,0.056179775280898875,0.1667,0.0349,0.1667,0.1216,0.1228,0.0,0.1667,0.1239,0.0,1.0,0.8260869565217391,0.0,1.0,0.0992,0.6377,0.6328,0.6472,0.1009,0.1084,0.1034,0.1034,0.0,0.000819410409205095,0.0,0.05263157894736842,0.1034,0.0,0.0062,0.0062,0.0,0.0062,0.9732,0.0237,0.0242,0.9732,0.046349596349596345,0.0251,0.9732,0.05911649042178532,0.0,0.0,0.0,0.05263157894736842,0.2728432899384548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026169731674535478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451281,0.5971631093494884,0.1032023272317035,0.5183177172283882,0.7788049605411498,0.5,0.5,0.554953452827567,0.8853681267474371,1.0,1.0,0.04646944448069319,0.1667,0.1667,0.985079656281363,1.0,0.1667,0.0,0.7952739948119325,0.10213243546576879,0.09890109890109891,0.123030269461907,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.10112359550561796,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.4782608695652174,0.0,1.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.0003193007697841451,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.08381888381888382,0.0011,0.9816,0.19542240867150992,0.0,0.0,0.0,0.05263157894736842,0.2860324226949368,0.0,0.0487,0.0,0.0481,0.0,0.0028735632183908046,0.0029069767441860465,0.0,0.0458,0.0,0.0,0.0,0.08424263114235958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240966,0.4515456153692434,0.4331810248553964,0.5183177172283882,0.22581736189402468,0.5,1.0,0.36612477421147693,0.23042870456663567,0.0,1.0,0.04565254270464955,0.1667,0.1667,0.9852956435534783,1.0,0.1667,0.0,0.6366326199740597,0.05274971941638608,0.09890109890109891,0.28279653272037436,0.0,0.0,0.0745,0.0,0.0749,0.0,0.0688,0.05833033707865168,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.2608695652173913,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.001127170187310295,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.16,0.019,0.9816,0.0036,0.0031,0.9816,0.06067041067041067,0.0011,0.9816,0.05800624137790118,0.0,0.0,0.0,0.05263157894736842,0.386503125439,0.0,0.0487,0.0,0.0481,0.0,0.014367816091954023,0.014534883720930232,0.0,0.0458,0.0,0.0,0.0,0.020820505772200563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231865,0.6191295048960958,0.8114616244700363,0.5183177172283882,0.6782976324689965,0.5,0.5,0.4151729887453105,0.25069897483690584,1.0,1.0,0.043444558990486874,0.1667,0.1667,0.9868748787505136,1.0,0.1667,1.0,0.7139672503242542,0.30415263748597077,0.13186813186813187,0.4915948932399124,0.0,0.0,0.0745,0.0,0.0749,0.0,0.0688,0.3033707865168539,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.6956521739130435,0.0,1.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.0017042197712575451,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.08,0.019,0.9816,0.0036,0.0031,0.9816,0.12597402597402596,0.0011,0.9816,0.08024354810427035,0.0,0.0,0.0,0.05263157894736842,0.047337033311091126,0.0,0.0487,0.0,0.0481,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.0,0.06603396718019021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153040,0.5971631093494884,0.7441800491105199,0.3032671481687819,0.8116121758737316,0.5,0.5,0.5285535639849936,0.6015843429636534,1.0,1.0,0.045639493155511475,0.1667,0.1667,0.98569900285153,1.0,0.1667,1.0,0.8499918936446174,0.0404040404040404,0.09890109890109891,0.09748262206098202,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.0426629213483146,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.029411764705882353,0.0,0.8260869565217391,0.041666666666666664,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.001127170187310295,0.0758,0.0,0.1379,0.0746,0.0211,0.0208,0.04,0.019,0.9816,0.0036,0.0031,0.9816,0.09361179361179361,0.0011,0.9816,0.08659684671072873,0.0,0.0,0.0,0.05263157894736842,0.9438119951667241,0.0,0.0487,0.0,0.0481,0.0,0.0028735632183908046,0.0029069767441860465,0.0,0.0458,0.0,0.0,0.0,0.016118624100191496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449789,0.744772385125158,0.20168941802871954,0.5183177172283882,0.5857948139797068,1.0,1.0,0.38849520633597323,0.9424510717614166,1.0,1.0,0.04100951312132166,0.1667,0.1667,0.9879589526849109,0.0,0.1667,0.0,0.9065742542153048,0.08417508417508417,0.17582417582417584,0.0908637735744551,0.0,0.0,0.0745,1.0,0.0749,0.0,0.0688,0.12301348314606741,0.2083,0.0731,0.2083,0.0876,0.0864,0.0,0.2083,0.084,0.0,0.0,0.30434782608695654,0.0,0.0,0.0756,0.7585,0.7552,0.7648,0.0761,0.0771,0.1379,0.1379,0.0763,0.001511869909941795,0.0758,0.05263157894736842,0.1379,0.0746,0.0211,0.0208,0.0,0.019,0.9816,0.0036,0.0031,0.9816,0.09196209196209196,0.0011,0.9816,0.06621294505746556,0.0,0.0,1.0,0.10526315789473684,0.2421723523854472,0.0,0.0487,0.0,0.0481,0.0,0.008620689655172414,0.00872093023255814,0.0,0.0458,0.0,0.0,0.0,0.031279172701648414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
